"","Group_Name","BMSYCap","MSYCap","Type","MSYProp","BMSYProp"
"34","Sandbar shark",839.496740206211,129.691467143536,"MSY Curve",0.000199751635931723,0.000120851002625895
"35","Skates-rays",15928.2772755484,1016.76773151454,"MSY Curve",0.0015660322317723,0.00229297886062124
"36","Small coastal sharks",343.100531733764,51.0986232213228,"MSY Curve",7.8702429752154e-05,4.93915476685688e-05
"37","Spanish Mackerel",87.628529376717,26.6753364138513,"MSY Curve",4.10855255558069e-05,1.261469536047e-05
"38","Surface pelagics",1323.58196147131,9.74977180401897,"MSY Curve",1.50166615484297e-05,0.000190538211097837
"39","Swordfish",14018.1602275437,3519.43166251173,"MSY Curve",0.00542065139380806,0.00201800511822472
"40","Tilefish",112.55178668787,40.9814526498222,"MSY Curve",6.31198982474339e-05,1.62025599589867e-05
"41","Vermilion snapper",9460.01843339101,5708.72025295304,"MSY Curve",0.00879260783087503,0.00136183103254687
"42","White shrimp",23063.3004955143,44599.1199393815,"MSY Curve",0.0686918527889488,0.00332011174702187
"43","Yellowedge Grouper",1471.3454002542,243.621953138295,"MSY Curve",0.000375228106829859,0.000211809716838259
"44","Yellowfin tuna",6796.06655643561,1507.33355989103,"MSY Curve",0.00232160489132092,0.000978337875446442
"45","Anchovy-silverside-killifish",8886.0632,172.640794376617,"Average",0.000265902467331291,0.00127920645272939
"46","Cephalopod",1575040.25,1422.66353027778,"Average",0.00219119556446123,0.226737263258324
"47","Inshore coastal piscivores",1702.25836,192.185300833333,"Average",0.000296005042498295,0.000245051135617012
"48","Mobile epifauna",1428507.28,-7797.78314166667,"Average",-0.0120101959943504,0.2056428914828
"49","Reef invertebrate feeders",407.99348,73.5711125277778,"Average",0.00011331470302881,5.8733308613821e-05
"50","Reef omnivores",877.87784,8.78415509166667,"Average",1.35294124469764e-05,0.00012637621096777
"51","Sardine-herring-scad",39548.777,481.465078222222,"Average",0.000741555625339974,0.00569330305190217
"52","Sea trout",25253.0464,10449.6694444444,"Average",0.0160946484178743,0.00363533987761359
"53","Sessile epifauna",1473399.93,-1521.71818333333,"Average",-0.00234376018131916,0.21210547972549
"54","Shallow-water grouper",3781.039,791.35343,"Average",0.0012188476676552,0.000544305096414514
